startstationname,endstationname,value,source,target
Broadway & Roebling St,Berry St & N 8 St,693,380,394
Broadway & Roebling St,Broadway & Berry St,4267,380,173
Broadway & Roebling St,Kent Ave & N 7 St,1110,380,339
Broadway & Roebling St,Kent Ave & S 11 St,3766,380,77
Broadway & Roebling St,Metropolitan Ave & Bedford Ave,2410,380,318
Broadway & Roebling St,N 6 St & Bedford Ave,1250,380,395
Broadway & Roebling St,S 3 St & Bedford Ave,2139,380,258
Broadway & Roebling St,S 4 St & Wythe Ave,4224,380,237
Broadway & Roebling St,Wythe Ave & Metropolitan Ave,1931,380,324
Broadway & W 122 St,12 Ave & W 40 St,214,781,292
Broadway & W 122 St,Broadway & Moylan Pl,288,781,783
Broadway & W 122 St,Broadway & W 122 St,189,781,781
Broadway & W 122 St,Cathedral Pkwy & Broadway,313,781,632
Broadway & W 122 St,Riverside Dr & W 104 St,199,781,581
Broadway & W 122 St,St Nicholas Ave & Manhattan Ave,352,781,745
Broadway & W 122 St,W 100 St & Broadway,192,781,599
Broadway & W 122 St,W 113 St & Broadway,236,781,788
Broadway & W 122 St,W 116 St & Broadway,499,781,772
Broadway & W 122 St,West End Ave & W 107 St,187,781,615
Broadway & W 24 St,6 Ave & W 33 St,1761,223,284
Broadway & W 24 St,Broadway & E 14 St,1673,223,79
Broadway & W 24 St,E 16 St & 5 Ave,1908,223,274
Broadway & W 24 St,E 17 St & Broadway,3091,223,275
Broadway & W 24 St,Pershing Square North,2799,223,297
Broadway & W 24 St,W 24 St & 7 Ave,1751,223,225
Broadway & W 24 St,W 26 St & 10 Ave,1931,223,172
Broadway & W 24 St,W 31 St & 7 Ave,1992,223,164
Broadway & W 24 St,W 38 St & 8 Ave,2365,223,302
Broadway & W 24 St,W 41 St & 8 Ave,1540,223,254
Broadway & W 25 St,6 Ave & W 33 St,1356,869,284
Broadway & W 25 St,Broadway & E 14 St,1256,869,79
Broadway & W 25 St,E 16 St & 5 Ave,1319,869,274
Broadway & W 25 St,E 17 St & Broadway,2770,869,275
Broadway & W 25 St,Pershing Square North,1681,869,297
Broadway & W 25 St,University Pl & E 14 St,1124,869,166
Broadway & W 25 St,W 24 St & 7 Ave,1587,869,225
Broadway & W 25 St,W 26 St & 10 Ave,1317,869,172
Broadway & W 25 St,W 31 St & 7 Ave,1478,869,164
Broadway & W 25 St,W 38 St & 8 Ave,1447,869,302
Broadway & W 29 St,1 Ave & E 30 St,3222,263,316
Broadway & W 29 St,Broadway & E 14 St,2096,263,79
Broadway & W 29 St,Broadway & E 22 St,6107,263,186
Broadway & W 29 St,Broadway & W 24 St,2296,263,223
Broadway & W 29 St,E 16 St & 5 Ave,2630,263,274
Broadway & W 29 St,E 17 St & Broadway,5105,263,275
Broadway & W 29 St,E 24 St & Park Ave S,2618,263,268
Broadway & W 29 St,E 27 St & 1 Ave,2539,263,332
Broadway & W 29 St,Pershing Square North,4110,263,297
Broadway & W 29 St,W 38 St & 8 Ave,2762,263,302
Broadway & W 32 St,1 Ave & E 30 St,2827,276,316
Broadway & W 32 St,2 Ave & E 31 St,2310,276,307
Broadway & W 32 St,Broadway & E 22 St,3288,276,186
Broadway & W 32 St,Broadway & W 24 St,2540,276,223
Broadway & W 32 St,Broadway & W 25 St,2265,276,869
Broadway & W 32 St,E 17 St & Broadway,3492,276,275
Broadway & W 32 St,E 32 St & Park Ave,4379,276,249
Broadway & W 32 St,E 33 St & 2 Ave,2349,276,306
Broadway & W 32 St,Pershing Square North,5748,276,297
Broadway & W 32 St,W 41 St & 8 Ave,2935,276,254
Broadway & W 36 St,Broadway & E 22 St,1641,67,186
Broadway & W 36 St,Broadway & W 41 St,1619,67,241
Broadway & W 36 St,E 47 St & Park Ave,1602,67,147
Broadway & W 36 St,Pershing Square North,6490,67,297
Broadway & W 36 St,Pershing Square South,2354,67,295
Broadway & W 36 St,W 37 St & 10 Ave,1590,67,227
Broadway & W 36 St,W 38 St & 8 Ave,1597,67,302
Broadway & W 36 St,W 43 St & 6 Ave,1949,67,303
Broadway & W 36 St,W 44 St & 5 Ave,1531,67,261
Broadway & W 36 St,W 52 St & 6 Ave,1721,67,690
Broadway & W 37 St,5 Ave & E 29 St,806,150,251
Broadway & W 37 St,Broadway & E 22 St,1665,150,186
Broadway & W 37 St,Broadway & W 24 St,1158,150,223
Broadway & W 37 St,Broadway & W 25 St,812,150,869
Broadway & W 37 St,Broadway & W 29 St,1410,150,263
Broadway & W 37 St,E 17 St & Broadway,1030,150,275
Broadway & W 37 St,Pershing Square North,2706,150,297
Broadway & W 37 St,Pershing Square South,994,150,295
Broadway & W 37 St,W 37 St & 10 Ave,1063,150,227
Broadway & W 37 St,W 44 St & 5 Ave,927,150,261
Broadway & W 38 St,5 Ave & E 29 St,679,313,251
Broadway & W 38 St,6 Ave & W 33 St,791,313,284
Broadway & W 38 St,Broadway & E 22 St,1196,313,186
Broadway & W 38 St,Broadway & W 25 St,1378,313,869
Broadway & W 38 St,Broadway & W 29 St,1114,313,263
Broadway & W 38 St,Broadway & W 32 St,773,313,276
Broadway & W 38 St,E 17 St & Broadway,770,313,275
Broadway & W 38 St,E 32 St & Park Ave,770,313,249
Broadway & W 38 St,E 39 St & 3 Ave,650,313,22
Broadway & W 38 St,Pershing Square North,883,313,297
Broadway & W 39 St,5 Ave & E 29 St,1137,314,251
Broadway & W 39 St,Broadway & E 22 St,2014,314,186
Broadway & W 39 St,Broadway & W 24 St,1963,314,223
Broadway & W 39 St,Broadway & W 29 St,1603,314,263
Broadway & W 39 St,E 17 St & Broadway,929,314,275
Broadway & W 39 St,E 30 St & Park Ave S,730,314,321
Broadway & W 39 St,E 32 St & Park Ave,870,314,249
Broadway & W 39 St,E 33 St & 5 Ave,779,314,305
Broadway & W 39 St,Pershing Square North,886,314,297
Broadway & W 39 St,W 33 St & 7 Ave,950,314,269
Broadway & W 41 St,11 Ave & W 41 St,3896,241,255
Broadway & W 41 St,6 Ave & W 33 St,3470,241,284
Broadway & W 41 St,Broadway & E 22 St,3274,241,186
Broadway & W 41 St,Broadway & W 29 St,2492,241,263
Broadway & W 41 St,Broadway & W 36 St,2610,241,67
Broadway & W 41 St,E 47 St & Park Ave,3256,241,147
Broadway & W 41 St,Pershing Square North,6127,241,297
Broadway & W 41 St,Pershing Square South,3188,241,295
Broadway & W 41 St,W 33 St & 7 Ave,3132,241,269
Broadway & W 41 St,W 43 St & 10 Ave,2415,241,293
Broadway & W 49 St,9 Ave & W 45 St,2406,24,256
Broadway & W 49 St,Broadway & W 49 St,2711,24,24
Broadway & W 49 St,E 47 St & Park Ave,4854,24,147
Broadway & W 49 St,E 48 St & 3 Ave,3387,24,33
Broadway & W 49 St,E 48 St & 5 Ave,5383,24,495
Broadway & W 49 St,W 33 St & 7 Ave,3425,24,269
Broadway & W 49 St,W 46 St & 11 Ave,3429,24,286
Broadway & W 49 St,W 47 St & 10 Ave,5372,24,273
Broadway & W 49 St,W 49 St & 8 Ave,2642,24,229
Broadway & W 49 St,W 52 St & 11 Ave,3056,24,0
Broadway & W 51 St,8 Ave & W 33 St,1704,278,267
Broadway & W 51 St,Broadway & W 41 St,1796,278,241
Broadway & W 51 St,Broadway & W 58 St,1599,278,234
Broadway & W 51 St,E 47 St & Park Ave,3836,278,147
Broadway & W 51 St,E 48 St & 5 Ave,3155,278,495
Broadway & W 51 St,W 33 St & 7 Ave,2826,278,269
Broadway & W 51 St,W 41 St & 8 Ave,2508,278,254
Broadway & W 51 St,W 52 St & 11 Ave,1546,278,0
Broadway & W 51 St,W 52 St & 5 Ave,3601,278,298
Broadway & W 51 St,W 53 St & 10 Ave,2013,278,257
Broadway & W 53 St,8 Ave & W 33 St,1842,246,267
Broadway & W 53 St,9 Ave & W 45 St,1831,246,256
Broadway & W 53 St,Broadway & W 49 St,2184,246,24
Broadway & W 53 St,E 47 St & Park Ave,2306,246,147
Broadway & W 53 St,E 48 St & 5 Ave,2994,246,495
Broadway & W 53 St,W 33 St & 7 Ave,1934,246,269
Broadway & W 53 St,W 52 St & 11 Ave,2370,246,0
Broadway & W 53 St,W 52 St & 5 Ave,1922,246,298
Broadway & W 53 St,W 53 St & 10 Ave,4972,246,257
Broadway & W 53 St,W 56 St & 10 Ave,2093,246,291
Broadway & W 55 St,9 Ave & W 45 St,1018,244,256
Broadway & W 55 St,Broadway & W 49 St,1960,244,24
Broadway & W 55 St,Broadway & W 51 St,1069,244,278
Broadway & W 55 St,E 47 St & Park Ave,1591,244,147
Broadway & W 55 St,E 48 St & 5 Ave,1427,244,495
Broadway & W 55 St,E 53 St & Lexington Ave,1132,244,155
Broadway & W 55 St,Pershing Square North,996,244,297
Broadway & W 55 St,W 44 St & 5 Ave,829,244,261
Broadway & W 55 St,W 52 St & 5 Ave,1462,244,298
Broadway & W 55 St,W 56 St & 10 Ave,1068,244,291
Broadway & W 56 St,Broadway & W 41 St,1836,245,241
Broadway & W 56 St,Broadway & W 49 St,2864,245,24
Broadway & W 56 St,Broadway & W 51 St,1786,245,278
Broadway & W 56 St,E 47 St & Park Ave,2180,245,147
Broadway & W 56 St,E 48 St & 5 Ave,2319,245,495
Broadway & W 56 St,Pershing Square North,1517,245,297
Broadway & W 56 St,W 52 St & 11 Ave,2012,245,0
Broadway & W 56 St,W 52 St & 6 Ave,1425,245,690
Broadway & W 56 St,W 53 St & 10 Ave,1733,245,257
Broadway & W 56 St,W 56 St & 10 Ave,1947,245,291
Broadway & W 58 St,Broadway & W 49 St,5618,234,24
Broadway & W 58 St,Broadway & W 51 St,3546,234,278
Broadway & W 58 St,Broadway & W 53 St,2415,234,246
Broadway & W 58 St,Broadway & W 58 St,4270,234,234
Broadway & W 58 St,E 47 St & Park Ave,2409,234,147
Broadway & W 58 St,E 48 St & 5 Ave,2539,234,495
Broadway & W 58 St,E 58 St & 3 Ave,3591,234,93
Broadway & W 58 St,Grand Army Plaza & Central Park S,4586,234,76
Broadway & W 58 St,Pershing Square North,2274,234,297
Broadway & W 58 St,W 52 St & 5 Ave,2353,234,298
Broadway & W 60 St,11 Ave & W 59 St,5498,277,309
Broadway & W 60 St,5 Ave & E 73 St,4177,277,440
Broadway & W 60 St,5 Ave & E 88 St,3848,277,530
Broadway & W 60 St,Amsterdam Ave & W 73 St,5441,277,469
Broadway & W 60 St,Broadway & W 60 St,7335,277,277
Broadway & W 60 St,Central Park West & W 72 St,3891,277,467
Broadway & W 60 St,Columbus Ave & W 72 St,4087,277,466
Broadway & W 60 St,Grand Army Plaza & Central Park S,4024,277,76
Broadway & W 60 St,W 59 St & 10 Ave,4736,277,204
Broadway & W 60 St,W 67 St & Broadway,4505,277,461
Broadway & Whipple St,Boerum St & Broadway,632,369,373
Broadway & Whipple St,Broadway & Whipple St,524,369,369
Broadway & Whipple St,Devoe St & Lorimer St,444,369,697
Broadway & Whipple St,E 33 St & 5 Ave,433,369,305
Broadway & Whipple St,Hope St & Union Ave,427,369,384
Broadway & Whipple St,Montrose Ave & Bushwick Ave,642,369,376
Broadway & Whipple St,Scholes St & Manhattan Ave,555,369,378
Broadway & Whipple St,Tompkins Ave & Hopkins St,478,369,368
Broadway & Whipple St,Union Ave & Wallabout St,486,369,367
Broadway & Whipple St,Willoughby Ave & Tompkins Ave,457,369,362
Brooklyn Bridge Park - Pier 2,Atlantic Ave & Furman St,2581,481,182
Brooklyn Bridge Park - Pier 2,Brooklyn Bridge Park - Pier 2,5667,481,481
Brooklyn Bridge Park - Pier 2,Cadman Plaza E & Red Cross Pl,562,481,110
Brooklyn Bridge Park - Pier 2,Centre St & Chambers St,752,481,171
Brooklyn Bridge Park - Pier 2,Clark St & Henry St,608,481,175
Brooklyn Bridge Park - Pier 2,Front St & Washington St,1246,481,322
Brooklyn Bridge Park - Pier 2,Henry St & Atlantic Ave,570,481,18
Brooklyn Bridge Park - Pier 2,Henry St & Poplar St,647,481,190
Brooklyn Bridge Park - Pier 2,Old Fulton St,4572,481,29
Brooklyn Bridge Park - Pier 2,Pearl St & Anchorage Pl,573,481,196
Bus Slip & State St,12 Ave & W 40 St,1792,207,292
Bus Slip & State St,Bus Slip & State St,1926,207,207
Bus Slip & State St,Little West St & 1 Pl,1677,207,329
Bus Slip & State St,Peck Slip & Front St,2593,207,74
Bus Slip & State St,Pier 40 - Hudson River Park,1514,207,519
Bus Slip & State St,South End Ave & Liberty St,6379,207,337
Bus Slip & State St,South St & Gouverneur Ln,1906,207,105
Bus Slip & State St,Vesey Pl & River Terrace,3007,207,116
Bus Slip & State St,West St & Chambers St,2045,207,206
Bus Slip & State St,West Thames St,1581,207,151
Bushwick Ave & Powers St,Bushwick Ave & Powers St,859,385,385
Bushwick Ave & Powers St,Graham Ave & Conselyea St,524,385,388
Bushwick Ave & Powers St,Grand St & Havemeyer St,580,385,248
Bushwick Ave & Powers St,Hope St & Union Ave,826,385,384
Bushwick Ave & Powers St,Metropolitan Ave & Bedford Ave,1202,385,318
Bushwick Ave & Powers St,Metropolitan Ave & Meeker Ave,528,385,389
Bushwick Ave & Powers St,Montrose Ave & Bushwick Ave,592,385,376
Bushwick Ave & Powers St,S 4 St & Wythe Ave,665,385,237
Bushwick Ave & Powers St,Union Ave & N 12 St,553,385,398
Bushwick Ave & Powers St,Wythe Ave & Metropolitan Ave,534,385,324
Butler St & Court St,1 Pl & Clinton St,356,552,635
Butler St & Court St,Atlantic Ave & Furman St,369,552,182
Butler St & Court St,Bergen St & Smith St,508,552,658
Butler St & Court St,Carroll St & Columbia St,354,552,638
Butler St & Court St,Clinton St & 4 Place,414,552,646
Butler St & Court St,Clinton St & Joralemon St,800,552,10
Butler St & Court St,Court St & Nelson St,513,552,647
Butler St & Court St,Hicks St & Montague St,331,552,189
Butler St & Court St,State St & Smith St,558,552,99
Butler St & Court St,Union St & Nevins St,367,552,656
Cadman Plaza E & Red Cross Pl,Cadman Plaza E & Red Cross Pl,2166,110,110
Cadman Plaza E & Red Cross Pl,Cadman Plaza E & Tillary St,815,110,35
Cadman Plaza E & Red Cross Pl,Cadman Plaza West & Montague St,1089,110,104
Cadman Plaza E & Red Cross Pl,Centre St & Chambers St,8310,110,171
Cadman Plaza E & Red Cross Pl,Court St & State St,1055,110,652
Cadman Plaza E & Red Cross Pl,Front St & Washington St,4545,110,322
Cadman Plaza E & Red Cross Pl,Fulton St & Adams St,1384,110,688
Cadman Plaza E & Red Cross Pl,Hicks St & Montague St,978,110,189
Cadman Plaza E & Red Cross Pl,Old Fulton St,2455,110,29
Cadman Plaza E & Red Cross Pl,Pearl St & Anchorage Pl,1209,110,196
Cadman Plaza E & Tillary St,Cadman Plaza E & Red Cross Pl,1870,35,110
Cadman Plaza E & Tillary St,Cadman Plaza E & Tillary St,1396,35,35
Cadman Plaza E & Tillary St,Centre St & Chambers St,6518,35,171
Cadman Plaza E & Tillary St,Centre St & Worth St,710,35,170
Cadman Plaza E & Tillary St,Clark St & Henry St,807,35,175
Cadman Plaza E & Tillary St,Columbia Heights & Cranberry St,878,35,28
Cadman Plaza E & Tillary St,Court St & State St,658,35,652
Cadman Plaza E & Tillary St,Forsyth St & Canal St,774,35,195
Cadman Plaza E & Tillary St,Front St & Washington St,1914,35,322
Cadman Plaza E & Tillary St,Old Fulton St,2531,35,29
Cadman Plaza W & Pierrepont St,Barclay St & Church St,92,36,199
Cadman Plaza W & Pierrepont St,Cadman Plaza E & Red Cross Pl,162,36,110
Cadman Plaza W & Pierrepont St,Centre St & Chambers St,161,36,171
Cadman Plaza W & Pierrepont St,Concord St & Bridge St,56,36,73
Cadman Plaza W & Pierrepont St,Front St & Gold St,59,36,200
Cadman Plaza W & Pierrepont St,Front St & Washington St,378,36,322
Cadman Plaza W & Pierrepont St,Johnson St & Gold St,81,36,61
Cadman Plaza W & Pierrepont St,Old Fulton St,115,36,29
Cadman Plaza W & Pierrepont St,Pearl St & Anchorage Pl,129,36,196
Cadman Plaza W & Pierrepont St,York St & Jay St,91,36,209
Cadman Plaza West & Montague St,Bergen St & Smith St,759,104,658
Cadman Plaza West & Montague St,Cadman Plaza E & Red Cross Pl,888,104,110
Cadman Plaza West & Montague St,Clark St & Henry St,1683,104,175
Cadman Plaza West & Montague St,Court St & State St,1440,104,652
Cadman Plaza West & Montague St,Front St & Washington St,1498,104,322
Cadman Plaza West & Montague St,Henry St & Atlantic Ave,1130,104,18
Cadman Plaza West & Montague St,Hicks St & Montague St,1121,104,189
Cadman Plaza West & Montague St,Kane St & Clinton St,682,104,557
Cadman Plaza West & Montague St,Old Fulton St,1003,104,29
Cadman Plaza West & Montague St,Pearl St & Anchorage Pl,707,104,196
Cambridge Pl & Gates Ave,Cambridge Pl & Gates Ave,407,352,352
Cambridge Pl & Gates Ave,Clinton Ave & Myrtle Ave,346,352,154
Cambridge Pl & Gates Ave,DeKalb Ave & Hudson Ave,466,352,113
Cambridge Pl & Gates Ave,DeKalb Ave & S Portland Ave,421,352,41
Cambridge Pl & Gates Ave,Fulton St & Rockwell Pl,312,352,43
Cambridge Pl & Gates Ave,Fulton St & Washington Ave,380,352,168
Cambridge Pl & Gates Ave,Hanson Pl & Ashland Pl,1701,352,678
Cambridge Pl & Gates Ave,Lafayette Ave & Classon Ave,309,352,152
Cambridge Pl & Gates Ave,Monroe St & Bedford Ave,999,352,132
Cambridge Pl & Gates Ave,S Portland Ave & Hanson Pl,305,352,141
Canal St & Rutgers St,Bayard St & Baxter St,2705,96,143
Canal St & Rutgers St,Canal St & Rutgers St,3828,96,96
Canal St & Rutgers St,Clinton St & Grand St,2094,96,138
Canal St & Rutgers St,Division St & Bowery,5002,96,85
Canal St & Rutgers St,Forsyth St & Broome St,1808,96,310
Canal St & Rutgers St,Forsyth St & Canal St,2934,96,195
Canal St & Rutgers St,Grand St & Elizabeth St,2025,96,684
Canal St & Rutgers St,Henry St & Grand St,8026,96,280
Canal St & Rutgers St,Madison St & Montgomery St,3342,96,81
Canal St & Rutgers St,Pike St & E Broadway,1972,96,84
Carlton Ave & Dean St,Adelphi St & Myrtle Ave,158,773,69
Carlton Ave & Dean St,Atlantic Ave & Fort Greene Pl,571,773,3
Carlton Ave & Dean St,Barclay St & Church St,157,773,199
Carlton Ave & Dean St,Bergen St & Smith St,193,773,658
Carlton Ave & Dean St,Carlton Ave & Dean St,200,773,773
Carlton Ave & Dean St,Hanson Pl & Ashland Pl,258,773,678
Carlton Ave & Dean St,Lafayette Ave & Fort Greene Pl,275,773,70
Carlton Ave & Dean St,S Portland Ave & Hanson Pl,331,773,141
Carlton Ave & Dean St,State St & Smith St,179,773,99
Carlton Ave & Dean St,Underhill Ave & Pacific St,168,773,780
Carlton Ave & Flushing Ave,Adelphi St & Myrtle Ave,590,42,69
Carlton Ave & Flushing Ave,Carlton Ave & Flushing Ave,585,42,42
Carlton Ave & Flushing Ave,Clinton Ave & Myrtle Ave,635,42,154
Carlton Ave & Flushing Ave,DeKalb Ave & Hudson Ave,658,42,113
Carlton Ave & Flushing Ave,Hanson Pl & Ashland Pl,929,42,678
Carlton Ave & Flushing Ave,Jay St & York St,680,42,895
Carlton Ave & Flushing Ave,Kent Ave & N 7 St,618,42,339
Carlton Ave & Flushing Ave,Pearl St & Anchorage Pl,623,42,196
Carlton Ave & Flushing Ave,Willoughby St & Fleet St,991,42,40
Carlton Ave & Flushing Ave,York St & Jay St,2923,42,209
Carlton Ave & Park Ave,Clinton Ave & Myrtle Ave,559,201,154
Carlton Ave & Park Ave,Cumberland St & Lafayette Ave,652,201,198
Carlton Ave & Park Ave,DeKalb Ave & Hudson Ave,1976,201,113
Carlton Ave & Park Ave,Division St & Bowery,680,201,85
Carlton Ave & Park Ave,Duffield St & Willoughby St,536,201,174
Carlton Ave & Park Ave,Fulton St & Rockwell Pl,869,201,43
Carlton Ave & Park Ave,Lawrence St & Willoughby St,836,201,112
Carlton Ave & Park Ave,Washington Ave & Park Ave,632,201,103
Carlton Ave & Park Ave,Willoughby St & Fleet St,4486,201,40
Carlton Ave & Park Ave,York St & Jay St,581,201,209
Carmine St & 6 Ave,Barrow St & Hudson St,5963,156,7
Carmine St & 6 Ave,Carmine St & 6 Ave,3549,156,156
Carmine St & 6 Ave,Christopher St & Greenwich St,3404,156,146
Carmine St & 6 Ave,Mercer St & Bleecker St,5238,156,160
Carmine St & 6 Ave,Mott St & Prince St,3256,156,51
Carmine St & 6 Ave,University Pl & E 14 St,3742,156,166
Carmine St & 6 Ave,W 13 St & 6 Ave,3604,156,133
Carmine St & 6 Ave,W 18 St & 6 Ave,4390,156,23
Carmine St & 6 Ave,W 21 St & 6 Ave,6036,156,214
Carmine St & 6 Ave,West St & Chambers St,4424,156,206
Carroll St & 5 Ave,10 St & 5 Ave,673,613,567
Carroll St & 5 Ave,14 St & 5 Ave,756,613,569
Carroll St & 5 Ave,5 Ave & 3 St,513,613,617
Carroll St & 5 Ave,6 Ave & 9 St,649,613,553
Carroll St & 5 Ave,7 St & 5 Ave,1000,613,654
Carroll St & 5 Ave,Atlantic Ave & Fort Greene Pl,1286,613,3
Carroll St & 5 Ave,Baltic St & 5 Ave,731,613,666
Carroll St & 5 Ave,Bergen St & Flatbush Ave,608,613,663
Carroll St & 5 Ave,Dean St & 4 Ave,1512,613,243
Carroll St & 5 Ave,Hanson Pl & Ashland Pl,823,613,678
Carroll St & 6 Ave,5 St & 6 Ave,655,610,655
Carroll St & 6 Ave,6 Ave & 12 St,1168,610,562
Carroll St & 6 Ave,6 Ave & 9 St,1944,610,553
Carroll St & 6 Ave,7 Ave & Park Pl,603,610,665
Carroll St & 6 Ave,Atlantic Ave & Fort Greene Pl,776,610,3
Carroll St & 6 Ave,Bergen St & Flatbush Ave,627,610,663
Carroll St & 6 Ave,Dean St & 4 Ave,839,610,243
Carroll St & 6 Ave,Prospect Pl & 6 Ave,1812,610,664
Carroll St & 6 Ave,Union St & 4 Ave,754,610,584
Carroll St & 6 Ave,West Drive & Prospect Park West,514,610,672
Carroll St & Bond St,3 St & 3 Ave,391,627,623
Carroll St & Bond St,Bergen St & Smith St,895,627,658
Carroll St & Bond St,Bond St & Bergen St,678,627,660
Carroll St & Bond St,Bond St & Fulton St,754,627,494
Carroll St & Bond St,Carroll St & Bond St,587,627,627
Carroll St & Bond St,Carroll St & Smith St,544,627,631
Carroll St & Bond St,Degraw St & Smith St,432,627,579
Carroll St & Bond St,Old Fulton St,525,627,29
Carroll St & Bond St,Schermerhorn St & Bond St,750,627,723
Carroll St & Bond St,Union St & 4 Ave,468,627,584
Carroll St & Columbia St,Atlantic Ave & Furman St,996,638,182
Carroll St & Columbia St,Bergen St & Smith St,639,638,658
Carroll St & Columbia St,Carroll St & Columbia St,554,638,638
Carroll St & Columbia St,Carroll St & Smith St,2799,638,631
Carroll St & Columbia St,Clinton St & Joralemon St,1149,638,10
Carroll St & Columbia St,Congress St & Clinton St,574,638,657
Carroll St & Columbia St,Court St & State St,701,638,652
Carroll St & Columbia St,Old Fulton St,589,638,29
Carroll St & Columbia St,Schermerhorn St & Court St,670,638,505
Carroll St & Columbia St,Van Brunt St & Wolcott St,488,638,596
Carroll St & Franklin Ave,6 St & 7 Ave,83,826,546
Carroll St & Franklin Ave,Carroll St & Franklin Ave,67,826,826
Carroll St & Franklin Ave,Classon Ave & St Marks Ave,39,826,798
Carroll St & Franklin Ave,Eastern Pkwy & Franklin Ave,215,826,820
Carroll St & Franklin Ave,Eastern Pkwy & Washington Ave,36,826,819
Carroll St & Franklin Ave,Franklin Ave & Empire Blvd,197,826,835
Carroll St & Franklin Ave,Grand Army Plaza & Plaza St West,39,826,598
Carroll St & Franklin Ave,Montgomery St & Franklin Ave,48,826,884
Carroll St & Franklin Ave,Rogers Ave & Sterling St,62,826,839
Carroll St & Franklin Ave,Wythe Ave & Metropolitan Ave,40,826,324
Carroll St & Smith St,Bergen St & Smith St,2139,631,658
Carroll St & Smith St,Carroll St & Bond St,756,631,627
Carroll St & Smith St,Carroll St & Columbia St,2440,631,638
Carroll St & Smith St,Clinton St & Union St,1127,631,571
Carroll St & Smith St,Columbia St & Degraw St,984,631,671
Carroll St & Smith St,Fulton St & Adams St,1059,631,688
Carroll St & Smith St,Henry St & Degraw St,1334,631,564
Carroll St & Smith St,President St & Henry St,1810,631,637
Carroll St & Smith St,State St & Smith St,723,631,99
Carroll St & Smith St,Union St & Nevins St,897,631,656
Carroll St & Washington Ave,6 Ave & 12 St,48,823,562
Carroll St & Washington Ave,Berkeley Pl & 7 Ave,82,823,595
Carroll St & Washington Ave,Carroll St & Washington Ave,65,823,823
Carroll St & Washington Ave,Douglass St & 3 Ave,49,823,669
Carroll St & Washington Ave,Eastern Pkwy & Franklin Ave,118,823,820
Carroll St & Washington Ave,Eastern Pkwy & Washington Ave,114,823,819
Carroll St & Washington Ave,Franklin Ave & Empire Blvd,218,823,835
Carroll St & Washington Ave,Grand Army Plaza & Plaza St West,63,823,598
Carroll St & Washington Ave,Underhill Ave & Lincoln Pl,48,823,817
Carroll St & Washington Ave,West Drive & Prospect Park West,84,823,672
Cathedral Pkwy & Broadway,12 Ave & W 40 St,1533,632,292
Cathedral Pkwy & Broadway,Cathedral Pkwy & Broadway,1426,632,632
Cathedral Pkwy & Broadway,Central Park North & Adam Clayton Powell Blvd,1546,632,624
Cathedral Pkwy & Broadway,Columbus Ave & W 95 St,788,632,550
Cathedral Pkwy & Broadway,Riverside Dr & W 104 St,1105,632,581
Cathedral Pkwy & Broadway,W 100 St & Broadway,1804,632,599
Cathedral Pkwy & Broadway,W 78 St & Broadway,796,632,464
Cathedral Pkwy & Broadway,W 92 St & Broadway,1129,632,542
Cathedral Pkwy & Broadway,W 95 St & Broadway,1539,632,563
Cathedral Pkwy & Broadway,West End Ave & W 94 St,967,632,556
Catherine St & Monroe St,Barclay St & Church St,1629,330,199
Catherine St & Monroe St,Bayard St & Baxter St,1436,330,143
Catherine St & Monroe St,Canal St & Rutgers St,1534,330,96
Catherine St & Monroe St,Catherine St & Monroe St,2383,330,330
Catherine St & Monroe St,Centre St & Worth St,1262,330,170
Catherine St & Monroe St,Fulton St & Broadway,1292,330,108
Catherine St & Monroe St,Fulton St & William St,1278,330,106
Catherine St & Monroe St,Peck Slip & Front St,1298,330,74
Catherine St & Monroe St,South St & Gouverneur Ln,1710,330,105
Catherine St & Monroe St,South St & Whitehall St,2297,330,59
Center Blvd & 48 Ave,44 Dr & 21 St,471,848,850
Center Blvd & 48 Ave,44 Dr & Jackson Ave,553,848,430
Center Blvd & 48 Ave,45 Rd & 11 St,731,848,429
Center Blvd & 48 Ave,48 Ave & 5 St,206,848,426
Center Blvd & 48 Ave,Center Blvd & 48 Ave,541,848,848
Center Blvd & 48 Ave,Center Blvd & Borden Ave,388,848,424
Center Blvd & 48 Ave,Jackson Ave & 46 Rd,223,848,425
Center Blvd & 48 Ave,Queens Plaza North & Crescent St,282,848,433
Center Blvd & 48 Ave,Vernon Blvd & 47 Rd,216,848,846
Center Blvd & 48 Ave,Vernon Blvd & 50 Ave,1634,848,423
Center Blvd & Borden Ave,44 Dr & Jackson Ave,1304,424,430
Center Blvd & Borden Ave,45 Rd & 11 St,689,424,429
Center Blvd & Borden Ave,46 Ave & 5 St,1067,424,428
Center Blvd & Borden Ave,48 Ave & 5 St,563,424,426
Center Blvd & Borden Ave,Center Blvd & 48 Ave,376,424,848
Center Blvd & Borden Ave,Center Blvd & Borden Ave,2436,424,424
Center Blvd & Borden Ave,Jackson Ave & 46 Rd,421,424,425
Center Blvd & Borden Ave,Kent Ave & N 7 St,368,424,339
Center Blvd & Borden Ave,Queens Plaza North & Crescent St,693,424,433
Center Blvd & Borden Ave,Vernon Blvd & 50 Ave,1951,424,423
Central Park North & Adam Clayton Powell Blvd,Broadway & W 58 St,2399,624,234
Central Park North & Adam Clayton Powell Blvd,Broadway & W 60 St,3355,624,277
