latitude,longitude,stationid,stationname,startcount,endcount
40.6769694,-73.96579,3574.0,Prospect Pl & Underhill Ave,9348,8985
40.6769993,-74.00647134,3394.0,Columbia St & W 9 St,3416,4174
40.67716489469059,-73.97382795810701,3663.0,Sterling Pl & 7 Ave,13425,13338
40.677236,-74.015665,3348.0,Coffey St & Conover St,11250,12043
40.6772744,-73.98282002,3335.0,Union St & 4 Ave,28911,30895
40.6773429,-74.01275056,3347.0,Van Brunt St & Wolcott St,16046,17410
40.67759206937376,-73.95563721656801,3673.0,Dean St & Franklin Ave,7022,6953
40.67761470000001,-73.97324283,3416.0,7 Ave & Park Pl,20931,20702
40.6777287,-73.99364123,3381.0,3 St & Hoyt St,13957,14183
40.6777747,-73.9529322,3548.0,Pacific St & Bedford Ave,671,638
40.6777748,-74.0094613,3342.0,Pioneer St & Richards St,6254,7619
40.678045,-73.962408,3549.0,Grand Ave & Bergen St,10780,10448
40.6783563,-74.00014502,3396.0,Clinton St & 4 Place,23593,23622
40.6786115,-73.99037292,3377.0,Carroll St & Bond St,21539,21845
40.67872420000001,-73.99599099,3384.0,Smith St & 3 St,21963,21438
40.67890679,-73.94142771,3041.0,Kingston Ave & Herkimer St,13284,13088
40.679043,-74.011169,3344.0,Pioneer St & Van Brunt St,15357,16704
40.67909799721684,-73.98765474557877,3407.0,Union St & Nevins St,21906,22917
40.67919439999999,-73.95879029999998,3546.0,Pacific St & Classon Ave,3741,3528
40.67927879999999,-73.98154004,3419.0,Douglass St & 4 Ave,23775,24840
40.6793307,-73.97519523,3415.0,Prospect Pl & 6 Ave,23401,23541
40.6794268,-73.92989109999998,3042.0,Fulton St & Utica Ave,17437,17346
40.67943270000001,-74.00785041,3393.0,Richards St & Delavan St,6534,6926
40.6794388,-73.96804379999998,3558.0,Bergen St & Vanderbilt Ave,15252,14859
40.6795766,-73.97854971,3417.0,Baltic St & 5 Ave,29783,30716
40.6800105,-73.938475,3044.0,Albany Ave & Fulton St,6646,6289
40.6802133,-73.98432695,3420.0,Douglass St & 3 Ave,27107,28337
40.680342423,-73.9557689392,396.0,Lefferts Pl & Franklin Ave,29439,28713
40.680356084043396,-73.94767910242079,3249.0,Verona Pl & Fulton St,15358,15292
40.6804836,-73.9646795,3544.0,Underhill Ave & Pacific St,10014,9783
40.680611,-73.99475825,3382.0,Carroll St & Smith St,40376,40677
40.68061768455451,-73.94624948501588,3229.0,Marcy Ave & MacDonough St,394,367
40.680944723477296,-73.97567331790923,3414.0,Bergen St & Flatbush Ave,28888,28894
40.6809591,-73.99905709,3386.0,1 Pl & Clinton St,18251,17865
40.68097410000001,-73.97100970000002,3537.0,Carlton Ave & Dean St,10862,10764
40.6809833854,-73.9500479759,437.0,Macon St & Nostrand Ave,42477,41081
40.68121170000001,-74.00860912,3392.0,Commerce St & Van Brunt St,8872,9669
40.6814598,-73.934903,3043.0,Lewis Ave & Decatur St,9186,9048
40.68199044270703,-73.99079024791719,3332.0,Degraw St & Hoyt St,13359,13569
40.68216564,-73.95399026,436.0,Hancock St & Bedford Ave,18043,15570
40.68223166,-73.9614583,365.0,Fulton St & Grand Ave,30049,28287
40.68236870000001,-73.944118,3047.0,Halsey St & Tompkins Ave,17931,17795
40.682601,-73.938037,3046.0,Marcus Garvey Blvd & Macon St,13437,13577
40.6827549,-73.98258555,3413.0,Wyckoff St & 3 Ave,18745,18978
40.6828003,-73.99990419,3388.0,President St & Henry St,19358,19486
40.6829151,-73.99318208,3329.0,Degraw St & Smith St,21824,22005
40.6830456,-74.00348559,3389.0,Carroll St & Columbia St,22381,23128
40.683048,-73.964915,384.0,Fulton St & Washington Ave,28981,28983
40.6831164,-73.99785267,3321.0,Clinton St & Union St,24128,23923
40.68312489,-73.97895137,467.0,Dean St & 4 Ave,61585,63705
40.68322254161596,-73.9738118648529,3719.0,S Portland Ave & Atlantic Ave,222,257
40.68323865460341,-73.96599590778352,3637.0,Fulton St & Waverly Ave,17861,17710
40.68382604,-73.97632328,83.0,Atlantic Ave & Fort Greene Pl,41760,43868
40.68402,-73.94977,3048.0,Putnam Ave & Nostrand Ave,12380,12285
40.68415748,-73.96922273,397.0,Fulton St & Clermont Ave,24669,21774
40.6843549,-73.98901629,3421.0,Hoyt St & Warren St,10118,10464
40.6845683,-73.95881081,289.0,Monroe St & Classon Ave,20393,13768
40.68461653897949,-73.98721285164356,3720.0,Wyckoff St & Bond St,62,72
40.6847514,-73.99917254,3315.0,Henry St & Degraw St,35839,36162
40.684868747593924,-74.02544975280763,3036.0,8D OPS 01,8,8
40.68488,-73.96304,3049.0,Cambridge Pl & Gates Ave,17868,17763
40.6849668,-73.98620772,3411.0,Bond St & Bergen St,25498,25751
40.6849894,-73.99440329,3303.0,Butler St & Court St,19947,20007
40.68506807308177,-73.97790759801863,3429.0,Hanson Pl & Ashland Pl,89147,89639
40.68512559515415,-74.02535319328308,3479.0,Picnic Point,8877,8821
40.6851443,-73.95380904,344.0,Monroe St & Bedford Ave,27956,26404
40.6851532,-73.94111,3050.0,Putnam Ave & Throop Ave,16153,15477
40.68515959989177,-73.97711366415024,3222.0,Hanson Pl & St Felix St,15253,16021
40.6853761,-73.98302136,3412.0,Pacific St & Nevins St,20490,20482
40.68539567,-73.97431458,353.0,S Portland Ave & Hanson Pl,29483,29233
40.6859296,-74.00242364,3422.0,Columbia St & Degraw St,24691,25564
40.6861758,-73.99645295,3308.0,Kane St & Clinton St,26907,27073
40.686203000000006,-73.944694,3241.0,Monroe St & Tompkins Ave,18105,17583
40.686312,-73.935775,3052.0,Lewis Ave & Madison St,20829,20568
40.686371,-73.99383324,3298.0,Warren St & Court St,27177,27238
40.6864442,-73.98759104,3410.0,Dean St & Hoyt St,19672,20066
40.68650065,-73.96563307,275.0,Washington Ave & Greene Ave,26377,23454
40.6867443,-73.99063168,3409.0,Bergen St & Smith St,72719,75097
40.68676793,-73.95928168,120.0,Lexington Ave & Classon Ave,26551,24304
40.68680820503432,-73.98036181926726,3455.0,Schermerhorn St & 3 Ave,9875,10155
40.68683208,-73.9796772,298.0,3 Ave & Schermerhorn St,15662,16326
40.68691865,-73.976682,274.0,Lafayette Ave & Fort Greene Pl,45073,47682
40.686931,-74.016966,3182.0,Yankee Ferry Terminal,22889,22897
40.68753406,-73.97265183,416.0,Cumberland St & Lafayette Ave,37675,33442
40.68763155,-74.0016256,3311.0,Columbia St & Kane St,22771,23585
40.68764484,-73.96968902,420.0,Clermont Ave & Lafayette Ave,26412,21346
40.68807003,-73.98410637,395.0,Bond St & Schermerhorn St,22498,22791
40.6881529,-73.99520919,3408.0,Congress St & Clinton St,30726,30902
40.688226,-73.979382,243.0,Fulton St & Rockwell Pl,33267,42962
40.68833370000001,-73.950916,3055.0,Greene Ave & Nostrand Ave,15372,14662
40.68841742754083,-73.98451656103134,3486.0,Schermerhorn St & Bond St,27126,27636
40.68851534,-73.9647628,399.0,Lafayette Ave & St James Pl,41448,27527
40.68900443,-73.96023854,364.0,Lafayette Ave & Classon Ave,36239,34050
40.68926942,-73.98912867,310.0,State St & Smith St,49863,51220
40.68940747,-73.96885458,258.0,DeKalb Ave & Vanderbilt Ave,46982,37629
40.6894932,-73.942061,3054.0,Greene Ave & Throop Ave,14488,14183
40.68962188790333,-73.98304268717766,3232.0,Bond St & Fulton St,45035,54274
40.68981035,-73.97493121,241.0,DeKalb Ave & S Portland Ave,37755,35060
40.689888,-73.981013,324.0,DeKalb Ave & Hudson Ave,58837,87002
40.6900815,-73.94791500000002,3053.0,Marcy Ave & Lafayette Ave,10195,9504
40.6902375,-73.99203074,3402.0,Court St & State St,53025,53289
40.6906495,-73.95643107,409.0,DeKalb Ave & Skillman St,22317,20841
40.69072549,-73.95133465,3056.0,Kosciuszko St & Nostrand Ave,14558,14053
40.69089272,-73.99612349,157.0,Henry St & Atlantic Ave,53297,54659
40.69102925677968,-73.99183362722397,3242.0,Schermerhorn St & Court St,46167,46407
40.69128258,-73.9452416,3057.0,Kosciuszko St & Tompkins Ave,17945,17810
40.69165183,-73.99997859999998,398.0,Atlantic Ave & Furman St,56218,60734
40.6917823,-73.97372990000002,262.0,Washington Park,32199,27343
40.69196035,-73.96536851,244.0,Willoughby Ave & Hall St,43021,40214
40.69196566,-73.9813018,239.0,Willoughby St & Fleet St,62518,57972
40.69221589,-73.9842844,390.0,Duffield St & Willoughby St,44917,44623
40.69231660719192,-74.01486575603484,3254.0,Soissons Landing,23014,23106
40.69236178,-73.98631746,323.0,Lawrence St & Willoughby St,70706,70030
40.69237074,-73.93705428,3058.0,Lewis Ave & Kosciuszko St,15309,14549
40.69239502,-73.99337909,143.0,Clinton St & Joralemon St,59411,59375
40.692418292578466,-73.98949474096298,3440.0,Fulton St & Adams St,52894,52633
40.69308257,-73.97178913,270.0,Adelphi St & Myrtle Ave,47145,45947
40.693261,-73.968896,366.0,Clinton Ave & Myrtle Ave,60083,59440
40.69327018,-73.97703874,245.0,Myrtle Ave & St Edwards St,19969,17208
40.69331716,-73.95381995,373.0,Willoughby Ave & Walworth St,15351,16012
40.6933982,-73.939877,3059.0,Pulaski St & Marcus Garvey Blvd,9457,9251
40.69363137,-73.96223558,354.0,Emerson Pl & Myrtle Ave,35132,34788
40.69383,-73.990539,314.0,Cadman Plaza West & Montague St,38000,34871
40.69425403,-73.94626915,3060.0,Willoughby Ave & Tompkins Ave,13298,13324
40.694281141397326,-73.99230033159256,3246.0,Montague St & Clinton St,13754,13779
40.69452800000001,-73.958089,372.0,Franklin Ave & Myrtle Ave,7637,7631
40.694546087246025,-73.95801365375519,372.0,Franklin Ave & Myrtle Ave,9262,9063
40.69474881,-73.98362464,261.0,Johnson St & Gold St,40746,41208
40.69475701363877,-73.99052739143372,233.0,Cadman Plaza W & Pierrepont St,3182,2786
40.695065,-73.987167,392.0,Jay St & Tech Pl,55916,58478
40.69512845,-73.99595065,406.0,Hicks St & Montague St,56946,53729
40.69527008,-73.95238108,3063.0,Nostrand Ave & Myrtle Ave,10203,10752
40.69539817,-73.94954908,3062.0,Myrtle Ave & Marcy Ave,17253,17573
40.69573398,-73.97129668,421.0,Clermont Ave & Park Ave,18818,17491
40.69580705,-73.97355569,419.0,Carlton Ave & Park Ave,22921,22483
40.69597683,-73.99014892,232.0,Cadman Plaza E & Tillary St,42666,41868
40.69608941,-73.97803415,119.0,Park Ave & St Edwards St,8836,9789
40.69610226,-73.96751037,313.0,Washington Ave & Park Ave,38467,40677
40.696192,-73.991218,322.0,Clinton St & Tillary St,40573,39491
40.69622937,-73.94371094,3061.0,Throop Ave & Myrtle Ave,8536,8148
40.69681963,-73.93756926,3064.0,Myrtle Ave & Lewis Ave,36672,37039
40.69760127,-73.99344559,391.0,Clark St & Henry St,73875,60333
40.69766564,-73.98476437,278.0,Concord St & Bridge St,24733,23989
40.697787,-73.973736,242.0,Carlton Ave & Flushing Ave,34361,37379
40.69794,-73.96986848,343.0,Clinton Ave & Flushing Ave,29754,33466
40.69795031569544,-73.97077560424805,3648.0,Flushing Ave & Vanderbilt Ave,13807,15452
40.69839895,-73.98068914,144.0,Nassau St & Navy St,22692,25434
40.698617,-73.941342,3179.0,Park Ave & Marcus Garvey Blvd,9446,9416
40.69878,-73.99712,3180.0,Brooklyn Bridge Park - Pier 2,32999,33064
40.69957608,-73.94708417,3066.0,Tompkins Ave & Hopkins St,14511,14917
40.699773,-73.979927,2001.0,Sands St & Navy St,10210,11968
40.69991755,-73.98971773,321.0,Cadman Plaza E & Red Cross Pl,58170,56177
40.6999974843885,-73.97440128028394,3692.0,5 St & Market St,1769,1885
40.70029511,-73.95032283,3065.0,Union Ave & Wallabout St,10881,10861
40.70037867,-73.99548059,216.0,Columbia Heights & Cranberry St,22376,18305
40.700469,-73.991454,407.0,Henry St & Poplar St,28741,26441
40.70122128,-74.01234218,259.0,South St & Whitehall St,84769,86633
40.70140317257725,-73.98672670125961,3674.0,Jay St & York St,27609,28624
40.7014851,-73.98656928,430.0,York St & Jay St,61027,62647
40.7016657,-73.9437303,3067.0,Broadway & Whipple St,19291,20215
40.701907,-74.013942,427.0,Bus Slip & State St,73229,76367
40.70224,-73.982578,418.0,Front St & Gold St,31001,34421
40.70255065,-74.0127234,534.0,Water - Whitehall Plaza,55449,58006
40.70255088,-73.98940236,2000.0,Front St & Washington St,78403,83837
40.70277159,-73.99383605,217.0,Old Fulton St,86356,101710
40.70281858,-73.98765762,414.0,Pearl St & Anchorage Pl,48451,53513
40.7031724,-73.940636,3068.0,Humboldt St & Varet St,20803,22268
40.70355377,-74.00670227,315.0,South St & Gouverneur Ln,119573,121102
40.70365182,-74.01167797,260.0,Broad St & Bridge St,41045,44821
40.70379920000001,-74.00838676,337.0,Old Slip & Front St,53567,59275
40.70411791,-73.94818595,3069.0,Lorimer St & Broadway,11942,12439
40.70463334,-74.01361706,304.0,Broadway & Battery Pl,138728,156603
40.7047177,-74.00926027,415.0,Pearl St & Hanover Square,68872,74529
40.70510918,-73.94407279,3070.0,McKibbin St & Manhattan Ave,12874,12995
40.70530954,-74.00612572,351.0,Front St & Maiden Ln,71587,72822
40.70531194,-73.97100056,2005.0,Railroad Ave & Kay Ave,3721,4346
40.70538077,-73.94976519,3071.0,Boerum St & Broadway,16189,16512
40.70569254,-74.01677685,2008.0,Little West St & 1 Pl,150751,150702
40.70583339,-73.94644578,3072.0,Leonard St & Boerum St,13434,13590
40.70684203101325,-73.9544353965357,3714.0,Division Av & Hooper St,659,607
40.70691254,-73.95441667,3073.0,Division Ave & Hooper St,13833,13498
40.70706456,-74.00731853,264.0,Maiden Ln & Pearl St,65645,66755
40.70708701,-73.95796783,3075.0,Division Ave & Marcy Ave,8372,7783
40.70717936,-74.00887308,360.0,William St & Pine St,63381,63172
40.7076449441757,-73.96841526031494,282.0,Kent Ave & S 11 St,47748,47932
40.70767788,-73.94016171,3074.0,Montrose Ave & Bushwick Ave,34741,35859
40.707731483954696,-73.93452286720277,3636.0,Expansion Warehouse 333 Johnson Ave,11,23
40.707873,-74.00166999999998,279.0,Peck Slip & Front St,103725,106168
40.70823502,-74.00530063,306.0,Cliff St & Fulton St,49849,50586
40.70823502,-74.00530063,306.0,Cliff St & Fulton St_1,14957,14996
40.70827295,-73.96834101,282.0,Kent Ave & S 11 St,1891,1902
40.70831794366396,-74.0050408244133,3701.0,Cliff St & Fulton St,11914,12137
40.70834698,-74.01713445,363.0,West Thames St,115186,116010
40.70853074,-73.96408963,443.0,Bedford Ave & S 9 St,14465,11242
40.70861098096821,-73.92850399017334,3266.0,Kiosk in a box Deployment,7,6
40.70862144,-74.00722156,376.0,John St & William St,66949,67500
40.70870368,-73.9448625,3076.0,Scholes St & Manhattan Ave,25066,25081
40.70877084,-73.95095259,3077.0,Stagg St & Union Ave,34521,34236
40.70905623,-74.01043382,195.0,Liberty St & Broadway,117223,116593
40.70924826276157,-73.96063148975372,3078.0,Broadway & Roebling St,30537,29142
40.70925562,-73.95982218,3078.0,Broadway & Roebling St,13437,12766
40.70934000000001,-73.95608,3080.0,S 4 St & Rodney St,26727,26370
40.70955958,-74.00653609,316.0,Fulton St & William St,61690,61733
40.71015471094912,-73.98453533649443,3683.0,Smart Cities Conference,91,78
40.71036854235229,-73.94705951213838,3454.0,Leonard St & Maujer St,16622,16480
40.71044554,-73.96525063,389.0,Broadway & Berry St,56216,53983
40.710451,-73.960876,532.0,S 5 Pl & S 4 St,68244,62891
40.710451,-73.960876,532.0,S 5 Pl & S 5 St,37860,33893
40.710699946313866,-74.00354146957396,3489.0,Gold St & Frankfort St,17524,17706
40.71076228,-73.99400398,408.0,Market St & Cherry St,49025,49617
40.71103537,-73.94714303,3079.0,Leonard St & Grand St,7520,7605
40.711066,-74.009447,319.0,Fulton St & Broadway,105112,105291
40.71117416,-74.00016545,82.0,St James Pl & Pearl St,31122,31647
40.71117444,-73.99682619,2009.0,Catherine St & Monroe St,60996,62076
40.71146364,-74.00552427,224.0,Spruce St & Nassau St,29476,29238
40.711512,-74.01575600000002,3002.0,South End Ave & Liberty St,222978,223413
40.71167351,-73.95141312,3082.0,Hope St & Union Ave,39670,39475
40.71173107,-73.99193043,331.0,Pike St & Monroe St,46756,46953
40.711863,-73.944024,3081.0,Graham Ave & Grand St,24820,24483
40.71219906,-73.97948148,332.0,Cherry St,50076,50203
40.71247661,-73.94100005,3083.0,Bushwick Ave & Powers St,28448,28064
40.71260486,-73.96264403,481.0,S 3 St & Bedford Ave,58118,53800
40.71269042,-73.98776323,340.0,Madison St & Clinton St,55327,55468
40.71273266,-74.0046073,387.0,Centre St & Chambers St,205219,202737
40.71285887,-73.96590294,460.0,S 4 St & Wythe Ave,87568,87719
40.71286844,-73.95698119,471.0,Grand St & Havemeyer St,46314,47007
40.71291224,-74.01020234,417.0,Barclay St & Church St,147779,148824
40.71307916,-73.99851193,308.0,St James Pl & Oliver St,65880,66405
40.713126,-73.984844,291.0,Madison St & Montgomery St,46761,46764
40.71334184275907,-74.00935515761375,3690.0,Park Pl & Church St,9216,9350
40.71335226222875,-73.9491033554077,3453.0,Devoe St & Lorimer St,22084,22109
40.71348658,-73.94792458,3084.0,Devoe St & Leonard St,6705,6640
40.71406667,-73.99293911,295.0,Pike St & E Broadway,77313,77357
40.71413089,-73.99704679999998,296.0,Division St & Bowery,90361,92437
40.71413311,-73.95234386,3087.0,Metropolitan Ave & Meeker Ave,44373,44270
40.714215,-73.981346,502.0,Henry St & Grand St,90746,91249
40.71427487,-73.98990025,307.0,Canal St & Rutgers St,134542,133930
40.71450451,-74.00562789,330.0,Reade St & Broadway,72904,73258
40.71469,-73.95739,3085.0,Roebling St & N 4 St,31512,32040
40.71473993,-74.00910627,152.0,Warren St & Church St,51659,52460
40.71485150526252,-74.01122331619263,3461.0,Murray St & Greenwich St,55600,57660
40.71494807,-74.00234482,386.0,Centre St & Worth St,76767,77544
40.7149787,-74.013012,309.0,Murray St & West St,93156,99074
40.715143,-73.944507,3086.0,Graham Ave & Conselyea St,57710,57226
40.7153379,-74.01658354,327.0,Vesey Pl & River Terrace,194716,194401
40.71534825,-73.96024116,539.0,Metropolitan Ave & Bedford Ave,104259,107714
40.71542197,-74.01121978,147.0,Greenwich St & Warren St,51430,53929
40.71559509,-73.9870295,350.0,Clinton St & Grand St,88393,88225
40.71581550000001,-73.99422366,412.0,Forsyth St & Canal St,111989,112715
40.71602118,-73.99974372,355.0,Bayard St & Baxter St,103777,105505
40.71605866,-73.99190759,361.0,Allen St & Hester St,124178,123789
40.7160751,-73.95202900000002,3088.0,Union Ave & Jackson St,20221,20396
40.71622644,-73.98261206,356.0,Bialystoker Pl & Delancey St,60316,50858
40.71625008,-74.0091059,146.0,Hudson St & Reade St,81114,82008
40.716380319735606,-73.94821286201476,3456.0,Jackson St & Leonard St,5945,5825
40.71644423134479,-73.9823305606842,3245.0,NYCBS DEPOT - DELANCEY,9,1041
40.716887,-73.96319799999998,2002.0,Wythe Ave & Metropolitan Ave,93397,97233
40.716909780459645,-73.98383796215056,3250.0,NYCBS Depot - PIT,42,491
40.7169811,-73.94485918,3094.0,Graham Ave & Withers St,22569,22281
40.7172274,-73.98802084,311.0,Norfolk St & Broome St,86429,87312
40.71729000000001,-73.996375,263.0,Elizabeth St & Hester St,17137,17156
40.717318403855785,-73.9482021331787,3089.0,Leonard St & Meeker Ave,2447,2323
40.71739973,-73.98016555,342.0,Columbia St & Rivington St,56793,56498
40.71745169,-73.95850939,3093.0,N 6 St & Bedford Ave,108150,110876
40.71748752,-74.0104554,276.0,Duane St & Greenwich St,66754,67403
40.71754834,-74.01322069,426.0,West St & Chambers St,298385,316999
40.717571,-74.005549,320.0,Leonard St & Church St,77688,78401
40.71759081805981,-73.99622440338135,263.0,Elizabeth St & Hester St,14408,14137
40.71764,-73.94882,3091.0,Frost St & Meeker St,15994,15580
40.71774592,-73.95600096,3090.0,N 8 St & Driggs Ave,86567,88736
40.71782143,-73.97628939,341.0,Stanton St & Mangin St,47327,47817
40.71816969454208,-73.95520135760306,3715.0,Driggs Ave & N 9 St,2707,2795
40.71850211,-73.98329859,349.0,Rivington St & Ridge St,58249,57527
40.71870987,-74.0090009,249.0,Harrison St & Hudson St,57020,57447
40.718822,-73.99596,3435.0,Grand St & Elizabeth St,143003,142475
40.71893904,-73.99266288,531.0,Forsyth St & Broome St,142254,141751
40.7190095,-73.95852515,3092.0,Berry St & N 8 St,68245,69042
40.71907891179564,-73.94223690032959,3430.0,Richardson St & N Henry St,24608,24528
40.71910537,-73.99973337,268.0,Howard St & Centre St,117753,118288
40.71911552,-74.00666661,79.0,Franklin St & W Broadway,80317,81659
40.71915571696044,-73.94885390996933,3452.0,Bayard St & Leonard St,14778,14641
40.71921585,-73.94244690000002,3097.0,N Henry St & Richardson St,1990,1973
40.71924,-73.95241999999998,3096.0,Union Ave & N 12 St,46236,46456
40.71925170740989,-74.03423398733139,3197.0,Hs Don't Use,34,6
40.71926081,-73.98178024,400.0,Pitt St & Stanton St,26353,26195
40.71928,-73.94861,3098.0,Leonard St & Bayard St,5592,5380
40.71929301,-73.94500379,3095.0,Graham Ave & Herbert St,16836,16615
40.71939226,-74.00247214,257.0,Lispenard St & Broadway,100152,102446
40.72015227023285,-74.01036500930786,329.0,Greenwich St & North Moore St,13384,13376
